province,district,municipality,type,website,email,phone
गण्डकी प्रदेश,तनहुँ,व्यास नगरपालिका,Municipality,http://vyasmun.gov.np,vyasmunicipality@gmail.com,065-563162
गण्डकी प्रदेश,तनहुँ,शुक्लागण्डकी नगरपालिका,Municipality,http://shuklagandakimun.gov.np,info@shuklagandakimun.gov.np,065-414305
गण्डकी प्रदेश,गोरखा,गोरखा नगरपालिका,Municipality,http://gorkhamun.gov.np,info@gorkhamun.gov.np,064-420696
गण्डकी प्रदेश,गोरखा,पालुङटार नगरपालिका,Municipality,http://palungtarmun.gov.np,palungtarmun@gmail.com,064-400053
गण्डकी प्रदेश,लमजुङ,राईनास नगरपालिका,Municipality,http://rainasmun.gov.np,rainasmunicipality@gmail.com,9856013111
गण्डकी प्रदेश,लमजुङ,मध्यनेपाल नगरपालिका,Municipality,http://madhyanepalmun.gov.np,info@madhyanepalmun.gov.np,"066-410252,410052"
गण्डकी प्रदेश,लमजुङ,सुन्दरबजार नगरपालिका,Municipality,http://sundarbazarmun.gov.np,sundarbazarmun@gmail.com,"066-402226,9849320030"
गण्डकी प्रदेश,लमजुङ,बेसीशहर नगरपालिका,Municipality,http://besishaharmun.gov.np,besishaharmunicipality@gmail.com,066-520204
गण्डकी प्रदेश,पर्वत,कुश्मा नगरपालिका,Municipality,http://kushmamun.gov.np,info@kushmamun.gov.np,"067-420141,"
गण्डकी प्रदेश,पर्वत,फलेवास नगरपालिका,Municipality,http://phalewasmun.gov.np,phalewashnagarpalika@gmail.com,"067-430103,"
गण्डकी प्रदेश,बाग्लुङ,गल्कोट नगरपालिका,Municipality,http://galkotmun.gov.np,info@galkotmun.gov.np,068412111
गण्डकी प्रदेश,बाग्लुङ,जैमिनी नगरपालिका,Municipality,http://jaiminimun.gov.np,jaiminimun@gmail.com,068-421100
गण्डकी प्रदेश,बाग्लुङ,ढोरपाटन नगरपालिका,Municipality,http://dhorpatanmun.gov.np,info@dhorpatanmun.gov.np,068-410180
गण्डकी प्रदेश,बाग्लुङ,बाग्लुङ नगरपालिका,Municipality,http://baglungmun.gov.np,info@baglungmun.gov.np,068-520306
गण्डकी प्रदेश,म्याग्दी,बेनी नगरपालिका,Municipality,http://benimun.gov.np,benimunicipality@gmail.com,069-521276
गण्डकी प्रदेश,नवलपरासी (बर्दघाट सुस्ता पूर्व),मध्यविन्दु नगरपालिका,Municipality,http://madhyabindumun.gov.np,info@madhyabindumun.gov.np,"078-410127,078-410123,"
गण्डकी प्रदेश,नवलपरासी (बर्दघाट सुस्ता पूर्व),देवचुली नगरपालिका,Municipality,http://devchulimun.gov.np,info@devchulimun.gov.np,078-575010
गण्डकी प्रदेश,नवलपरासी (बर्दघाट सुस्ता पूर्व),गैंडाकोट नगरपालिका,Municipality,http://gaindakotmun.gov.np,info@gaindakotmun.gov.np,078-501119
गण्डकी प्रदेश,नवलपरासी (बर्दघाट सुस्ता पूर्व),कावासोती नगरपालिका,Municipality,http://kawasotimun.gov.np,info@kawasotimun.gov.np,078-540170
गण्डकी प्रदेश,स्याङजा,अर्जुनचौपारी गाउँपालिका,Rural Municipality,http://arjunchauparimun.gov.np,info@arjunchauparimun.gov.np,063422007
गण्डकी प्रदेश,स्याङजा,आँधिखोला गाउँपालिका,Rural Municipality,http://aandhikholamun.gov.np,andhikholarm@gmail.com,063-413000
गण्डकी प्रदेश,स्याङजा,कालीगण्डकी गाउँपालिका,Rural Municipality,http://kaligandakimunsyangja.gov.np,kaligandakiruralmunicipality@gmail.com,9856000071
गण्डकी प्रदेश,स्याङजा,फेदीखोला गाउँपालिका,Rural Municipality,http://phedikholamun.gov.np,phedikhola174@gmail.com,063402053
गण्डकी प्रदेश,स्याङजा,बिरुवा गाउँपालिका,Rural Municipality,http://biruwamun.gov.np,biruwaruralmun@gmail.com,9856052112
गण्डकी प्रदेश,स्याङजा,हरिनास गाउँपालिका,Rural Municipality,http://harinasmun.gov.np,harinasruralmunicipality@gmail.com,9856036468
गण्डकी प्रदेश,तनहुँ,आँबुखैरेनी गाउँपालिका,Rural Municipality,http://aanbookhairenimun.gov.np,info@aanbookhairenimun.gov.np,065-540082
गण्डकी प्रदेश,तनहुँ,ऋषिङ्ग गाउँपालिका,Rural Municipality,http://rishingmun.gov.np,info@rishingmun.gov.np,9856063685
गण्डकी प्रदेश,तनहुँ,घिरिङ गाउँपालिका,Rural Municipality,http://ghiringmun.gov.np,ghiringgaupalika@gmail.com,9856063123
गण्डकी प्रदेश,तनहुँ,देवघाट गाउँपालिका,Rural Municipality,http://devghatmun.gov.np,info@devghatmun.gov.np,056-500072
गण्डकी प्रदेश,तनहुँ,म्याग्दे गाउँपालिका,Rural Municipality,http://myagdemun.gov.np,myagderumun@gmail.com,065-400116
गण्डकी प्रदेश,तनहुँ,बन्दिपुर गाउँपालिका,Rural Municipality,http://bandipurmun.gov.np,info@bandipurmun.gov.np,065-520123
गण्डकी प्रदेश,गोरखा,धार्चे गाउँपालिका,Rural Municipality,http://dharchemun.gov.np,info@dharchemun.gov.np,9856041451
गण्डकी प्रदेश,गोरखा,चुमनुव्री गाउँपालिका,Rural Municipality,http://chumanuwrimun.gov.np,chumanuwrimun@gmail.com,9851015492
गण्डकी प्रदेश,गोरखा,गण्डकी गाउँपालिका,Rural Municipality,http://gandakimun.gov.np,info@gandakimun.gov.np,064-620062
गण्डकी प्रदेश,गोरखा,भिमसेनथापा गाउँपालिका,Rural Municipality,http://bhimsenthapamun.gov.np,info@bhimsenmun.gov.np,9856010045
गण्डकी प्रदेश,गोरखा,शहिद लखन गाउँपालिका,Rural Municipality,http://shahidlakhanmun.gov.np,info@shahidlakhanmun.gov.np,9856040375
गण्डकी प्रदेश,गोरखा,आरूघाट गाउँपालिका,Rural Municipality,http://aarughatmun.gov.np,rm.arughat@gmail.com,064-410044
गण्डकी प्रदेश,गोरखा,अजिरकोट गाउँपालिका,Rural Municipality,http://ajirkotmun.gov.np,ajirkotrm@gmail.com,064-691170
गण्डकी प्रदेश,गोरखा,बारपाक सुलिकोट गाउँपालिका,Rural Municipality,http://barpaksulikotmun.gov.np,barpaksulikotrm@gmail.com,064-691177
गण्डकी प्रदेश,मनाङ,चामे गाउँपालिका,Rural Municipality,http://chamemun.gov.np,info@chamemun.gov.np,066-440170
गण्डकी प्रदेश,मनाङ,नार्पा भूमि गाउँपालिका,Rural Municipality,http://narpabhumimun.gov.np,narpa2018@gmail.com,9843413083
गण्डकी प्रदेश,मनाङ,नासोँ गाउँपालिका,Rural Municipality,http://nasonmun.gov.np,nashongrm@gmail.com,9856049450
गण्डकी प्रदेश,मनाङ,मनाङ ङिस्याङ गाउँपालिका,Rural Municipality,http://manangngisyangmun.gov.np,manangngisyangrmun@gmail.com,9856049159
गण्डकी प्रदेश,लमजुङ,क्व्होलासोथार गाउँपालिका,Rural Municipality,http://kwholasotharmun.gov.np,kwholasotharrmun@gmail.com,9856046819
गण्डकी प्रदेश,लमजुङ,मर्स्याङदी गाउँपालिका,Rural Municipality,http://marsyangdimun.gov.np,info@marsyangdimun.gov.np,066-620023
गण्डकी प्रदेश,लमजुङ,दूधपोखरी गाउँपालिका,Rural Municipality,http://dudhpokharimun.gov.np,info@dudhpokharimun.gov.np,9856046357
गण्डकी प्रदेश,लमजुङ,दोर्दी गाउँपालिका,Rural Municipality,http://dordimun.gov.np,dordigaupalika073@gmail.com,9856046264
गण्डकी प्रदेश,कास्की,माछापुछ्रे गाउँपालिका,Rural Municipality,http://machhapuchhremun.gov.np,info@machhapuchhremun.gov.np,9856017310
गण्डकी प्रदेश,कास्की,मादी गाउँपालिका,Rural Municipality,http://madimunkaski.gov.np,info@madimunkaski.gov.np,061506403
गण्डकी प्रदेश,कास्की,रूपा गाउँपालिका,Rural Municipality,http://rupamun.gov.np,ruparumun@gmail.com,9856072101
गण्डकी प्रदेश,पर्वत,पैयूं गाउँपालिका,Rural Municipality,http://paiyunmun.gov.np,paiyungapa@gmail.com,067-411101
गण्डकी प्रदेश,पर्वत,महाशिला गाउँपालिका,Rural Municipality,http://mahashilamun.gov.np,mahashilagapa@gmail.com,9857675111
गण्डकी प्रदेश,पर्वत,मोदी गाउँपालिका,Rural Municipality,http://modimun.gov.np,info@modimun.gov.np,067-410164
गण्डकी प्रदेश,पर्वत,विहादी गाउँपालिका,Rural Municipality,http://bihadimun.gov.np,bihadi.ruralmun@gmail.com,9857650871
गण्डकी प्रदेश,पर्वत,जलजला गाउँपालिका,Rural Municipality,http://jaljalamun.gov.np,jaljalamunparbat@gmail.com,"069522002,069522001"
गण्डकी प्रदेश,बाग्लुङ,तमानखोला गाउँपालिका,Rural Municipality,http://tamankholamun.gov.np,info@tamankholamun.gov.np,068620014
गण्डकी प्रदेश,बाग्लुङ,ताराखोला गाउँपालिका,Rural Municipality,http://tarakholamun.gov.np,ito.tarakholamun@gmail.com,9857661129
गण्डकी प्रदेश,बाग्लुङ,वरेङ गाउँपालिका,Rural Municipality,http://barengmun.gov.np,barengrm@gmail.com,068620178
गण्डकी प्रदेश,बाग्लुङ,निसीखोला गाउँपालिका,Rural Municipality,http://nisikholamun.gov.np,info@nisikholamun.gov.np,9806197511
गण्डकी प्रदेश,बाग्लुङ,काठेखोला गाउँपालिका,Rural Municipality,http://kathekholamun.gov.np,kathekholagahunpalika123@gmail.com,9857620694
गण्डकी प्रदेश,बाग्लुङ,वडिगाड गाउँपालिका,Rural Municipality,http://badigadmun.gov.np,badigadruralmunicipality@gmail.com,9857676444
गण्डकी प्रदेश,म्याग्दी,मंगला गाउँपालिका,Rural Municipality,http://mangalamun.gov.np,info@mangalamun.gov.np,"9857642642,"
गण्डकी प्रदेश,म्याग्दी,मालिका गाउँपालिका,Rural Municipality,http://malikamunmyagdi.gov.np,malikamunmyagdi@gmail.com,069420020
गण्डकी प्रदेश,म्याग्दी,रघुगंगा गाउँपालिका,Rural Municipality,http://raghugangamun.gov.np,raghugangagapa@gmail.com,9851040280
गण्डकी प्रदेश,म्याग्दी,अन्नपूर्ण गाउँपालिका,Rural Municipality,http://annapurnamunmyagdi.gov.np,info@annapurnamunmyagdi.gov.np,9857683810
गण्डकी प्रदेश,मुस्ताङ,थासाङ गाउँपालिका,Rural Municipality,http://thasangmun.gov.np,thasangmun@gmail.com,9857650512
गण्डकी प्रदेश,मुस्ताङ,लो-घेकर दामोदरकुण्ड गाउँपालिका,Rural Municipality,http://loghekardamodarkundamun.gov.np,loghekardamodarkundamun@gmail.com,9857639999
गण्डकी प्रदेश,मुस्ताङ,लोमन्थाङ गाउँपालिका,Rural Municipality,http://lomanthangmun.gov.np,lomanthanggaupalika@gmail.com,9857630330
गण्डकी प्रदेश,मुस्ताङ,वारागुङ मुक्तिक्षेत्र गाउँपालिका,Rural Municipality,http://varagungmuktichhetramun.gov.np,info@varagungmuktichhetramun.gov.np,069421001
गण्डकी प्रदेश,मुस्ताङ,घरपझोङ गाउँपालिका,Rural Municipality,http://gharapjhongmun.gov.np,info@gharapjhongmun.gov.np,069-440016
गण्डकी प्रदेश,नवलपरासी (बर्दघाट सुस्ता पूर्व),हुप्सेकोट गाउँपालिका,Rural Municipality,http://hupsekotmun.gov.np,info@hupsekotmun.gov.np,078-590702
गण्डकी प्रदेश,नवलपरासी (बर्दघाट सुस्ता पूर्व),बिनयी त्रिवेणी गाउँपालिका,Rural Municipality,http://binayitribenimun.gov.np,info@binayitribenimun.gov.np,"078-416182,078416185"
गण्डकी प्रदेश,नवलपरासी (बर्दघाट सुस्ता पूर्व),बुलिङटार गाउँपालिका,Rural Municipality,http://bulingtarmun.gov.np,info@bulingtarmun.gov.np,9857070107
गण्डकी प्रदेश,नवलपरासी (बर्दघाट सुस्ता पूर्व),बौदीकाली गाउँपालिका,Rural Municipality,http://baudikalimun.gov.np,baudikalimun@gmail.com,9857046264
लुम्बिनी प्रदेश,नवलपरासी (बर्दघाट सुस्ता पश्चिम),बर्दघाट नगरपालिका,Municipality,http://bardaghatmun.gov.np,info@bardaghatmun.gov.np,078580407
लुम्बिनी प्रदेश,नवलपरासी (बर्दघाट सुस्ता पश्चिम),रामग्राम नगरपालिका,Municipality,http://ramgrammun.gov.np,municipalityramgram@gmail.com,078-520684
लुम्बिनी प्रदेश,नवलपरासी (बर्दघाट सुस्ता पश्चिम),सुनवल नगरपालिका,Municipality,http://sunwalmun.gov.np,sunwalmunicipality@gmail.com,078570110
लुम्बिनी प्रदेश,रूपन्देही,तिलोत्तमा नगरपालिका,Municipality,http://tilottamamun.gov.np,tilottamamun@gmail.com,071-562979
लुम्बिनी प्रदेश,रूपन्देही,देवदह नगरपालिका,Municipality,http://devdahamun.gov.np,info@devdahamun.gov.np,071-577303
लुम्बिनी प्रदेश,रूपन्देही,लुम्विनी सांस्कृतिक नगरपालिका,Municipality,http://lumbinisanskritikmun.gov.np,lumbiniculturalmunicipality@gmail.com,071-580305
लुम्बिनी प्रदेश,रूपन्देही,सिद्धार्थनगर नगरपालिका,Municipality,http://siddharthanagarmun.gov.np,info@siddharthanagarmun.gov.np,071-520292
लुम्बिनी प्रदेश,रूपन्देही,सैनामैना नगरपालिका,Municipality,http://sainamainamun.gov.np,sainamainamunicipality@gmail.com,071-440553
लुम्बिनी प्रदेश,कपिलबस्तु,कपिलवस्तु नगरपालिका,Municipality,http://kapilvastumun.gov.np,kapilvastumun.gov@gmail.com,076-560201
लुम्बिनी प्रदेश,कपिलबस्तु,कृष्णनगर नगरपालिका,Municipality,http://krishnanagarmun.gov.np,munkrishnanagar@gmail.com,076-520147
लुम्बिनी प्रदेश,कपिलबस्तु,बाणगंगा नगरपालिका,Municipality,http://bangangamun.gov.np,bangangamun@gmail.com,076-550383
लुम्बिनी प्रदेश,कपिलबस्तु,बुद्धभुमी नगरपालिका,Municipality,http://buddhabhumimun.gov.np,buddhabhumi.mun@gmail.com,9857088111
लुम्बिनी प्रदेश,कपिलबस्तु,महाराजगञ्ज नगरपालिका,Municipality,http://maharajgunjmun.gov.np,napamaharajgunj2073@gmail.com,076-400035
लुम्बिनी प्रदेश,कपिलबस्तु,शिवराज नगरपालिका,Municipality,http://shivrajmun.gov.np,info@shivarajmun.gov.np,076-540147
लुम्बिनी प्रदेश,अर्घाखाँची,भुमिकास्थान नगरपालिका,Municipality,http://bhumikasthanmun.gov.np,bhumikasthanmunicipality@gmail.com,9857078079
लुम्बिनी प्रदेश,अर्घाखाँची,सन्धिखर्क नगरपालिका,Municipality,http://sandhikharkamun.gov.np,sandhikharkamunicipality@gmail.com,077420662
लुम्बिनी प्रदेश,पाल्पा,तानसेन नगरपालिका,Municipality,http://tansenmun.gov.np,ito.tansenmun@gmail.com,075-520109
लुम्बिनी प्रदेश,पाल्पा,रामपुर नगरपालिका,Municipality,http://rampurmun.gov.np,info@rampurmun.gov.np,075-400475
लुम्बिनी प्रदेश,गुल्मी,मुसिकोट नगरपालिका,Municipality,http://musikotmungulmi.gov.np,musikotmpgulmi@gmail.com,079-412145
लुम्बिनी प्रदेश,गुल्मी,रेसुंगा नगरपालिका,Municipality,http://resungamun.gov.np,info@resungamun.gov.np,079-520150
लुम्बिनी प्रदेश,रोल्पा,रोल्पा नगरपालिका,Municipality,http://rolpamun.gov.np,rolpanagarpalika@gmail.com,086440071
लुम्बिनी प्रदेश,प्यूठान,प्यूठान नगरपालिका,Municipality,http://pyuthanmun.gov.np,pyuthannagarpalika@gmail.com,086460291
लुम्बिनी प्रदेश,प्यूठान,स्वर्गद्वारी नगरपालिका,Municipality,http://swargadwarimun.gov.np,info@swargadwarimun.gov.np,086-400117
लुम्बिनी प्रदेश,दाङ,लमही नगरपालिका,Municipality,http://lamahimun.gov.np,lamahinapa@gmail.com,082-540850
लुम्बिनी प्रदेश,बाँके,कोहलपुर नगरपालिका,Municipality,http://kohalpurmun.gov.np,info@kohalpurmun.gov.np,081-540009
लुम्बिनी प्रदेश,बर्दिया,गुलरिया नगरपालिका,Municipality,http://gulariyamun.gov.np,gnpk.bardiya@gmail.com,084-420412
लुम्बिनी प्रदेश,बर्दिया,ठाकुरबाबा नगरपालिका,Municipality,http://thakurbabamun.gov.np,thakurbabamun@gmail.com,084-403196
लुम्बिनी प्रदेश,बर्दिया,बाँसगढी नगरपालिका,Municipality,http://bansgadhimun.gov.np,info@bansgadhimun.gov.np,16608442002
लुम्बिनी प्रदेश,बर्दिया,मधुवन नगरपालिका,Municipality,http://madhuwanmun.gov.np,madhuwanmun@gmail.com,084-440111
लुम्बिनी प्रदेश,बर्दिया,राजापुर नगरपालिका,Municipality,http://rajapurmun.gov.np,rajapurmun@gmail.com,084-460167
लुम्बिनी प्रदेश,बर्दिया,बारबर्दिया नगरपालिका,Municipality,http://barbardiyamun.gov.np,barbardiyamun@gmail.com,084-404107
लुम्बिनी प्रदेश,नवलपरासी (बर्दघाट सुस्ता पश्चिम),सुस्ता गाउँपालिका,Rural Municipality,http://sustamun.gov.np,sustagaunpalika@gmail.com,078506000
लुम्बिनी प्रदेश,नवलपरासी (बर्दघाट सुस्ता पश्चिम),पाल्हीनन्दन गाउँपालिका,Rural Municipality,http://palhinandanmun.gov.np,palhinandanrulmun2073@gmail.com,9857046036
लुम्बिनी प्रदेश,नवलपरासी (बर्दघाट सुस्ता पश्चिम),प्रतापपुर गाउँपालिका,Rural Municipality,http://pratappurmun.gov.np,info@pratappurmun.gov.np,078419095
लुम्बिनी प्रदेश,नवलपरासी (बर्दघाट सुस्ता पश्चिम),सरावल गाउँपालिका,Rural Municipality,http://sarawalmun.gov.np,info@sarawalmun.gov.np,9857046266
लुम्बिनी प्रदेश,रूपन्देही,ओमसतिया गाउँपालिका,Rural Municipality,http://omsatiyamun.gov.np,omsatiyamun@gmail.com,9857017610
लुम्बिनी प्रदेश,रूपन्देही,कन्चन गाउँपालिका,Rural Municipality,http://kanchanmun.gov.np,kanchangaupalika@gmail.com,9857037915
लुम्बिनी प्रदेश,रूपन्देही,कोटहीमाई गाउँपालिका,Rural Municipality,http://kotahimaimun.gov.np,kotahimaimun@gmail.com,071-401024
लुम्बिनी प्रदेश,रूपन्देही,गैडहवा गाउँपालिका,Rural Municipality,http://gaidahawamun.gov.np,gaidahawagaupalika@gmail.com,9857016159
लुम्बिनी प्रदेश,रूपन्देही,मर्चवारी गाउँपालिका,Rural Municipality,http://marchawarimun.gov.np,marchawari2073@gmail.com,9857016993
लुम्बिनी प्रदेश,रूपन्देही,मायादेवी गाउँपालिका,Rural Municipality,http://mayadevimunrupandehi.gov.np,mayadeviruralmun@gmail.com,71507077
लुम्बिनी प्रदेश,रूपन्देही,रोहिणी गाउँपालिका,Rural Municipality,http://rohinimun.gov.np,rohinigaupalika1@gmail.com,071-411047
लुम्बिनी प्रदेश,रूपन्देही,शुद्धोधन गाउँपालिका,Rural Municipality,http://shuddhodhanmunrupandehi.gov.np,info@shuddhodhanmunrupandehi.gov.np,071-423040
लुम्बिनी प्रदेश,रूपन्देही,सम्मरीमाई गाउँपालिका,Rural Municipality,http://sammarimaimun.gov.np,sammarimairm@gmail.com,+9779857016956
लुम्बिनी प्रदेश,रूपन्देही,सियारी गाउँपालिका,Rural Municipality,http://siyarimun.gov.np,siyarimun@gmail.com,9857016119
लुम्बिनी प्रदेश,कपिलबस्तु,मायादेवी गाउँपालिका,Rural Municipality,http://mayadevimunkapilvastu.gov.np,mayadevirm@gmail.com,"9851125450,"
लुम्बिनी प्रदेश,कपिलबस्तु,शुद्धोधन गाउँपालिका,Rural Municipality,http://shuddhodhanmunkapilvastu.gov.np,shuddhodhankpil38@gmail.com,9857052101
लुम्बिनी प्रदेश,कपिलबस्तु,विजयनगर गाउँपालिका,Rural Municipality,http://bijaynagarmun.gov.np,info@bijaynagarmun.gov.np,16607652001
लुम्बिनी प्रदेश,अर्घाखाँची,छत्रदेव गाउँपालिका,Rural Municipality,http://chhatradevmun.gov.np,chhatradev.ruralmun@gmail.com,077690573
लुम्बिनी प्रदेश,अर्घाखाँची,पाणिनी गाउँपालिका,Rural Municipality,http://paninimun.gov.np,info@paninimun.gov.np,9857086529
लुम्बिनी प्रदेश,अर्घाखाँची,मालारानी गाउँपालिका,Rural Municipality,http://malaranimun.gov.np,malaraniruralmun@gmail.com,9857061472
लुम्बिनी प्रदेश,पाल्पा,तिनाउ गाउँपालिका,Rural Municipality,http://tinaumun.gov.np,tinaururalmunicipality@gmail.com,075413064
लुम्बिनी प्रदेश,पाल्पा,निस्दी गाउँपालिका,Rural Municipality,http://nisdimun.gov.np,info@nisdimun.gov.np,075620041
लुम्बिनी प्रदेश,पाल्पा,पूर्वखोला गाउँपालिका,Rural Municipality,http://purbakholamun.gov.np,info@purbakholamun.gov.np,9857068575
लुम्बिनी प्रदेश,पाल्पा,बगनासकाली गाउँपालिका,Rural Municipality,http://baganaskalimun.gov.np,baganaskali.rural@gmail.com,9857060750
लुम्बिनी प्रदेश,पाल्पा,माथागढी गाउँपालिका,Rural Municipality,http://mathagadhimun.gov.np,mathagadhimun@gmail.com,9857060231
लुम्बिनी प्रदेश,पाल्पा,रम्भा गाउँपालिका,Rural Municipality,http://rambhamun.gov.np,info@rambhamun.gov.np,9857068770
लुम्बिनी प्रदेश,पाल्पा,रिब्दीकोट गाउँपालिका,Rural Municipality,http://ribdikotmun.gov.np,info@ribdikotmun.gov.np,9857075307
लुम्बिनी प्रदेश,पाल्पा,रैनादेवी छहरा गाउँपालिका,Rural Municipality,http://rainadevichhaharamun.gov.np,info@rainadevichhaharamun.gov.np,9857072025
लुम्बिनी प्रदेश,गुल्मी,धुर्कोट गाउँपालिका,Rural Municipality,http://dhurkotmun.gov.np,dhurkotmun@gmail.com,9857067917
लुम्बिनी प्रदेश,गुल्मी,सत्यवती गाउँपालिका,Rural Municipality,http://satyawatimun.gov.np,info@satyawatimun.gov.np,079411076
लुम्बिनी प्रदेश,गुल्मी,रुरुक्षेत्र गाउँपालिका,Rural Municipality,http://rurumun.gov.np,ruralruru@gmail.com,079410104
लुम्बिनी प्रदेश,गुल्मी,मालिका गाउँपालिका,Rural Municipality,http://malikamungulmi.gov.np,malikagaupalika@gmail.com,079620075
लुम्बिनी प्रदेश,गुल्मी,छत्रकोट गाउँपालिका,Rural Municipality,http://chhatrakotmun.gov.np,info@chhatrakotmun.gov.np,9857067908
लुम्बिनी प्रदेश,गुल्मी,चन्द्रकोट गाउँपालिका,Rural Municipality,http://chandrakotmun.gov.np,chandrakotrmun@gmail.com,079420003
लुम्बिनी प्रदेश,गुल्मी,गुल्मीदरबार गाउँपालिका,Rural Municipality,http://gulmidarbarmun.gov.np,info@gulmidarbarmun.gov.np,9857067912
लुम्बिनी प्रदेश,गुल्मी,कालीगण्डकी गाउँपालिका,Rural Municipality,http://kaligandakimungulmi.gov.np,gulmikaligandaki@gmail.com,9857067925
लुम्बिनी प्रदेश,गुल्मी,इस्मा गाउँपालिका,Rural Municipality,http://ismamun.gov.np,info@ismamun.gov.np,9857067914
लुम्बिनी प्रदेश,रोल्पा,सुनिल स्मृति गाउँपालिका,Rural Municipality,http://sunilsmritimun.gov.np,info@sunilsmritimun.gov.np,086-401170
लुम्बिनी प्रदेश,रोल्पा,रुन्टीगढी गाउँपालिका,Rural Municipality,http://runtigadhimun.gov.np,rrmrolpa@gmail.com,9849628947
लुम्बिनी प्रदेश,रोल्पा,त्रिवेणी गाउँपालिका,Rural Municipality,http://trivenimunrolpa.gov.np,info@trivenimunrolpa.gov.np,9857824585
लुम्बिनी प्रदेश,रोल्पा,थवाङ गाउँपालिका,Rural Municipality,http://thabangmun.gov.np,thabangrm58@gmail.com,9857824750
लुम्बिनी प्रदेश,रोल्पा,परिवर्तन गाउँपालिका,Rural Municipality,http://paribartanmun.gov.np,paribartanrmun@gmail.com,9857849002
लुम्बिनी प्रदेश,रोल्पा,माडी गाउँपालिका,Rural Municipality,http://madimunrolpa.gov.np,madimunrolpa@gmail.com,086-416036
लुम्बिनी प्रदेश,प्यूठान,ऐरावती गाउँपालिका,Rural Municipality,http://airawatimun.gov.np,info@airawatimun.gov.np,977-9857833023
लुम्बिनी प्रदेश,प्यूठान,गौमुखी गाउँपालिका,Rural Municipality,http://gaumukhimun.gov.np,info@gaumukhimun.gov.np,9857836319
लुम्बिनी प्रदेश,प्यूठान,झिमरुक गाउँपालिका,Rural Municipality,http://jhimrukmun.gov.np,info@jhimrukmun.gov.np,9857836322
लुम्बिनी प्रदेश,प्यूठान,नौबहिनी गाउँपालिका,Rural Municipality,http://naubahinimun.gov.np,naubahinirm@gmail.com,9857836020
लुम्बिनी प्रदेश,प्यूठान,मल्लरानी गाउँपालिका,Rural Municipality,http://mallaranimun.gov.np,info@mallaranimun.gov.np,086-420180
लुम्बिनी प्रदेश,प्यूठान,माण्डवी गाउँपालिका,Rural Municipality,http://mandavimun.gov.np,info@mandavimun.gov.np,9857836006
लुम्बिनी प्रदेश,प्यूठान,सरुमारानी गाउँपालिका,Rural Municipality,http://sarumaranimun.gov.np,sarumarani2073@gmail.com,9857836022
लुम्बिनी प्रदेश,दाङ,बबई गाउँपालिका,Rural Municipality,http://babaimun.gov.np,info@babaimun.gov.np,9857825650
लुम्बिनी प्रदेश,दाङ,राजपुर गाउँपालिका,Rural Municipality,http://rajpurmundang.gov.np,rajpurmun@gmail.com,9857835240
लुम्बिनी प्रदेश,दाङ,गढवा गाउँपालिका,Rural Municipality,http://gadhawamun.gov.np,info@gadhawamun.gov.np,082-410004
लुम्बिनी प्रदेश,दाङ,दंगीशरण गाउँपालिका,Rural Municipality,http://dangisharanmun.gov.np,ito.dangisharanmun@gmail.com,9857831564
लुम्बिनी प्रदेश,दाङ,बंगलाचुली गाउँपालिका,Rural Municipality,http://bangalachulimun.gov.np,banglachulirmun@gmail.com,9857835216
लुम्बिनी प्रदेश,बाँके,खजुरा गाउँपालिका,Rural Municipality,http://khajuramun.gov.np,info@khajuramun.gov.np,081-560187
लुम्बिनी प्रदेश,बाँके,जानकी गाउँपालिका,Rural Municipality,http://janakimunbanke.gov.np,info@janakimunbanke.gov.np,9858027040
लुम्बिनी प्रदेश,बाँके,डुडुवा गाउँपालिका,Rural Municipality,http://duduwamun.gov.np,duduwagaupalika@gmail.com,9844851069
लुम्बिनी प्रदेश,बाँके,नरैनापुर गाउँपालिका,Rural Municipality,http://narainapurmun.gov.np,info@narainapurmun.gov.np,081525050
लुम्बिनी प्रदेश,बाँके,बैजनाथ गाउँपालिका,Rural Municipality,http://baijanathmun.gov.np,baijanathrumun@gmail.com,9858024336
लुम्बिनी प्रदेश,बाँके,राप्तीसोनारी गाउँपालिका,Rural Municipality,http://raptisonarimun.gov.np,info@raptisonarimun.gov.np,9858055516
लुम्बिनी प्रदेश,बर्दिया,गेरुवा गाउँपालिका,Rural Municipality,http://geruwamun.gov.np,geruwarmun@gmail.com,9858090441
लुम्बिनी प्रदेश,बर्दिया,बढैयाताल गाउँपालिका,Rural Municipality,http://badhaiyatalmun.gov.np,info@badhaiyatalmun.gov.np,084-401077
लुम्बिनी प्रदेश,रुकुम (पूर्वी भाग),पुथा उत्तरगंगा गाउँपालिका,Rural Municipality,http://puthauttargangamun.gov.np,puthauttargangamun@gmail.com,9857880303
लुम्बिनी प्रदेश,रुकुम (पूर्वी भाग),भूमे गाउँपालिका,Rural Municipality,http://bhumemun.gov.np,bhumemun@gmail.com,9762527111
लुम्बिनी प्रदेश,रुकुम (पूर्वी भाग),सिस्ने गाउँपालिका,Rural Municipality,http://sisnemun.gov.np,info@sisnemun.gov.np,088-413064
कर्णाली प्रदेश,मुगु,छायाँनाथ रारा नगरपालिका,Municipality,http://chhayanathraramun.gov.np,info@chhayanathraramun.gov.np,087460252
कर्णाली प्रदेश,डोल्पा,ठूलीभेरी नगरपालिका,Municipality,http://thulibherimun.gov.np,ito.thulibherimun@gmail.com,"087-551013,551014"
